trail_id,name,area_name,city_name,state_name,country_name,_geoloc,popularity,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,num_reviews,features,activities,units
10037264,Leigh Lake Trail,Grand Teton National Park,Moose,Wyoming,United States,"{'lat': 43.78906, 'lng': -110.73163}",17.8007,11265.38,33.8328,1,out and back,2,4.5,134,"['beach', 'dogs-no', 'forest', 'lake', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10041077,Schwabacher's Landing Trail,Grand Teton National Park,Moose,Wyoming,United States,"{'lat': 43.71148, 'lng': -110.67055}",13.7565,2896.812,6.7056,1,out and back,2,4.5,79,"['dogs-no', 'forest', 'river', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10274869,Phelps Lake Overlook,Grand Teton National Park,Moose,Wyoming,United States,"{'lat': 43.65616, 'lng': -110.7815}",13.5819,3218.68,125.8824,1,out and back,1,4.5,92,"['dogs-no', 'lake', 'kids', 'views']","['hiking', 'trail-running']",i
10036191,Mormon Row's Moulton Barn,Grand Teton National Park,Moose,Wyoming,United States,"{'lat': 43.66052, 'lng': -110.66434}",10.9114,321.868,0,1,loop,2,3.5,22,"['ada', 'dogs-no', 'historic-site', 'kids', 'river', 'strollers', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
10289430,Leigh Lake Trail: Short Version,Grand Teton National Park,Moose,Wyoming,United States,"{'lat': 43.78867, 'lng': -110.73062}",9.9928,4667.086,12.8016,1,out and back,1,4.5,20,"['dogs-no', 'lake', 'kids', 'wildlife']",['hiking'],i
10241545,Teton Park Road,Grand Teton National Park,Moose,Wyoming,United States,"{'lat': 43.69806, 'lng': -110.72893}",8.3923,24944.77,222.8088,1,point to point,2,5,21,"['dogs-no', 'forest', 'kids', 'partially-paved', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'road-biking', 'scenic-driving', 'trail-running', 'walking']",i
10039529,Oxbow Bend Overlook,Grand Teton National Park,Moose,Wyoming,United States,"{'lat': 43.86616, 'lng': -110.54766}",7.8347,0,0,1,out and back,,4,19,"['dogs-no', 'kids', 'river', 'views']",['nature-trips'],i
10037996,Cunningham Cabin,Grand Teton National Park,Moose,Wyoming,United States,"{'lat': 43.77771, 'lng': -110.55751}",5.9169,321.868,1.8288,1,loop,,4.5,8,"['dogs-no', 'kids']","['hiking', 'walking']",i
10327580,Grand Teton National Park Pathway,Grand Teton National Park,Moose,Wyoming,United States,"{'lat': 43.65123, 'lng': -110.70768}",2.3904,17059.004,145.9992,1,point to point,2,5,2,"['lake', 'kids', 'river', 'views', 'wildlife']","['birding', 'nature-trips', 'road-biking', 'trail-running', 'walking']",i
10485241,Cottonwood Creek,Grand Teton National Park,Moose,Wyoming,United States,"{'lat': 43.69723, 'lng': -110.73017}",1.9095,5310.822,28.956,1,loop,1,5,3,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['hiking', 'snowshoeing', 'cross-country-skiing']",i
10258643,String Lake Trail,Grand Teton National Park,Moran,Wyoming,United States,"{'lat': 43.78854, 'lng': -110.73063}",22.944,5954.558,79.8576,1,loop,2,4.5,263,"['ada', 'beach', 'dogs-no', 'forest', 'lake', 'kids', 'river', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10034911,Colter Bay Lakeshore Trail,Grand Teton National Park,Moran,Wyoming,United States,"{'lat': 43.90306, 'lng': -110.6443}",15.6641,4023.35,25.908,1,loop,2,4.5,140,"['dogs-no', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10258655,Colter Bay Hermitage Point Trail,Grand Teton National Park,Moran,Wyoming,United States,"{'lat': 43.90129, 'lng': -110.64168}",9.6424,15449.664,224.9424,1,loop,2,4,64,"['dogs-no', 'lake', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'snowshoeing', 'cross-country-skiing']",i
10026568,Swan Lake and Heron Pond Trail,Grand Teton National Park,Moran,Wyoming,United States,"{'lat': 43.90115, 'lng': -110.64166}",9.1929,5149.888,71.9328,1,loop,2,4,66,"['dogs-no', 'forest', 'lake', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10260675,Grand Teton National Park Road Trip,Grand Teton National Park,Moran,Wyoming,United States,"{'lat': 44.04762, 'lng': -110.68966}",8.6862,65661.072,456.8952,1,point to point,3,5,13,"['dogs-leash', 'forest', 'lake', 'kids', 'paved', 'views', 'wild-flowers', 'wildlife']","['road-biking', 'scenic-driving']",i
10028258,Colter Bay Village,Grand Teton National Park,Moran,Wyoming,United States,"{'lat': 43.90369, 'lng': -110.64383}",7.064,2092.142,16.764,1,out and back,1,4,8,"['lake', 'kids', 'views']","['birding', 'camping', 'nature-trips', 'road-biking', 'trail-running', 'walking']",i
10026573,Lunch Tree Hill Trail,Grand Teton National Park,Moran,Wyoming,United States,"{'lat': 43.87751, 'lng': -110.57794}",6.731,804.67,31.6992,1,out and back,2,4,26,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10471906,Hidden Falls via String Lake Trail,Grand Teton National Park,Moran,Wyoming,United States,"{'lat': 43.78482, 'lng': -110.72815}",4.3297,7402.964,143.8656,1,out and back,3,4.5,6,"['dogs-no', 'lake', 'kids', 'river', 'views', 'waterfall', 'wildlife']","['hiking', 'nature-trips', 'trail-running']",i
10467163,Lost Lake,Grand Teton National Park,Moran,Wyoming,United States,"{'lat': 43.77562, 'lng': -110.11846}",1.3422,4988.954,181.9656,1,out and back,,5,2,"['lake', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
10004128,Montville Nature Trail,Great Sand Dunes National Park and Preserve,Mosca,Colorado,United States,"{'lat': 37.73423, 'lng': -105.5086}",7.528,804.67,26.8224,1,loop,2,4,38,"['dogs-leash', 'forest', 'kids', 'river', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10002726,Wellington Ditch Trail,Great Sand Dunes National Park and Preserve,Mosca,Colorado,United States,"{'lat': 37.73399, 'lng': -105.50871}",5.8592,2896.812,47.8536,1,out and back,2,4,15,"['dogs-leash', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'mountain-biking', 'nature-trips', 'trail-running', 'walking']",i
10258032,Pinion Flats Campground Trail,Great Sand Dunes National Park and Preserve,Mosca,Colorado,United States,"{'lat': 37.74457, 'lng': -105.50727}",3.5356,1609.34,26.8224,1,loop,3,4,6,"['ada', 'dogs-leash', 'forest', 'kids', 'strollers', 'views', 'wild-flowers']","['birding', 'camping', 'hiking', 'nature-trips', 'walking']",i
10523664,Sand Sheet Loop,Great Sand Dunes National Park and Preserve,Mosca,Colorado,United States,"{'lat': 37.73285, 'lng': -105.51244}",1.2874,643.736,8.8392,1,loop,2,4,1,"['kids', 'views', 'wild-flowers']","['hiking', 'nature-trips']",i
10037534,Lady Bird Johnson Grove Trail,Redwood National Park,Orick,California,United States,"{'lat': 41.30386, 'lng': -124.01845}",19.4001,2092.142,22.86,1,loop,3,4.5,250,"['dogs-no', 'forest', 'kids', 'wild-flowers', 'wildlife']","['birding', 'nature-trips', 'walking']",i
10236134,Yurok Loop Trail,Redwood National Park,Orick,California,United States,"{'lat': 41.59422, 'lng': -124.0992}",8.5634,3379.614,36.8808,1,loop,1,4.5,43,"['beach', 'dogs-no', 'forest', 'kids', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
10266617,Kalapana Lava Viewing,Hawaii Volcanoes National Park,Pahoa,Hawaii,Hawaii,"{'lat': 19.3557, 'lng': -154.98677}",11.3437,15288.73,196.9008,1,out and back,3,4.5,57,"['rails-trails', 'dogs-no', 'hot-springs', 'views']","['birding', 'hiking', 'mountain-biking', 'nature-trips', 'walking', 'rails-trails']",m
10393193,Mauna Ulu Eruption Trail,Hawaii Volcanoes National Park,Pahoa,Hawaii,Hawaii,"{'lat': 19.36525, 'lng': -155.21625}",3.4816,965.604,18.8976,1,loop,3,4,10,"['dogs-no', 'historic-site', 'kids', 'views']","['hiking', 'walking']",m
10016442,Millers Head Trail,Shenandoah National Park,Syria,Virginia,United States,"{'lat': 38.59052, 'lng': -78.38379}",9.2533,2574.944,108.8136,1,out and back,,4,68,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10037831,Story of the Forest Trail,Shenandoah National Park,Syria,Virginia,United States,"{'lat': 38.51877, 'lng': -78.43605}",8.0974,2896.812,52.7304,1,loop,2,3.5,50,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'walking']",i
10038867,Blackrock Trail,Shenandoah National Park,Syria,Virginia,United States,"{'lat': 38.52959, 'lng': -78.43958}",7.583,965.604,26.8224,1,out and back,2,3.5,47,"['dogs-leash', 'kids', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
10427645,Passamaquoddy Trail,Shenandoah National Park,Syria,Virginia,United States,"{'lat': 38.60566, 'lng': -78.36637}",6.753,4023.35,192.9384,1,out and back,2,4.5,30,"['views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i
10013576,Camp Ridge Trail,Shenandoah National Park,Syria,Virginia,United States,"{'lat': 38.61764, 'lng': -78.3425}",1.8792,2253.076,65.8368,1,out and back,,0,0,"['dogs-leash', 'kids']","['hiking', 'walking']",i
10261421,Titus Canyon Road,Death Valley National Park,Beatty,Nevada,United States,"{'lat': 36.85936, 'lng': -116.84565}",10.5062,41842.84,736.7016,1,point to point,2,4.5,46,"['kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'mountain-biking', 'nature-trips', 'off-road-driving', 'scenic-driving', 'walking']",i
10270278,Rhyolite Ghost Town,Death Valley National Park,Beatty,Nevada,United States,"{'lat': 36.89737, 'lng': -116.82951}",5.2404,1770.274,35.9664,1,out and back,2,4,9,"['dogs-no', 'historic-site', 'kids', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
10015008,Pioneer Path Nature Trail,Olympic National Park,Beaver,Washington,United States,"{'lat': 48.06473, 'lng': -124.11549}",3.2345,321.868,9.7536,1,loop,2,4.5,3,"['forest', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'walking']",i
10006527,Turk Mountain Trail,Shenandoah National Park,Crozet,Virginia,United States,"{'lat': 38.12901, 'lng': -78.78466}",16.3087,4023.35,213.9696,1,out and back,2,4,186,"['dogs-leash', 'forest', 'views', 'wild-flowers']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i
10264711,North Fork Moormans River,Shenandoah National Park,Crozet,Virginia,United States,"{'lat': 38.13943, 'lng': -78.74966}",12.3286,1448.406,20.7264,1,out and back,2,4.5,94,"['dogs-leash', 'forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'fishing', 'hiking', 'mountain-biking', 'nature-trips', 'walking', 'cross-country-skiing', 'fly-fishing']",i
10041855,Appalachian Trail: Jones Run Trail to Pinefield Gap,Shenandoah National Park,Crozet,Virginia,United States,"{'lat': 38.24079, 'lng': -78.70995}",10.8794,11748.182,415.7472,1,loop,2,4.5,39,"['dogs-leash', 'kids', 'views']","['hiking', 'walking']",i
10011350,Turk Branch Trail,Shenandoah National Park,Crozet,Virginia,United States,"{'lat': 38.12536, 'lng': -78.7864}",6.0435,3057.746,139.9032,1,out and back,1,4,16,"['dogs-leash', 'kids', 'views']","['hiking', 'nature-trips']",i
10309153,Charlottesville Reservoir to Jarman Gap,Shenandoah National Park,Crozet,Virginia,United States,"{'lat': 38.13949, 'lng': -78.74988}",5.7976,12874.72,383.7432,1,out and back,2,4,18,"['dogs-leash', 'forest', 'river', 'waterfall']","['fishing', 'hiking', 'trail-running']",i
10018051,Wind Cave Canyon Trail,Wind Cave National Park,Custer,South Dakota,United States,"{'lat': 43.55464, 'lng': -103.4667}",7.6514,6115.492,64.9224,1,out and back,,4,31,"['dogs-no', 'kids', 'views', 'wildlife']","['hiking', 'nature-trips', 'walking']",i
10036805,Cold Brook Canyon Trail,Wind Cave National Park,Custer,South Dakota,United States,"{'lat': 43.53544, 'lng': -103.49805}",6.4452,4506.152,60.96,1,out and back,,4,33,"['dogs-no', 'kids', 'wildlife']","['hiking', 'trail-running', 'walking']",i
10028190,Elk Mountain Interpretive Trail,Wind Cave National Park,Custer,South Dakota,United States,"{'lat': 43.55863, 'lng': -103.48666}",3.4866,4023.35,99.9744,1,out and back,1,3.5,5,"['dogs-no', 'kids', 'wildlife']","['hiking', 'walking']",i
10022595,Darwin Falls Trail via Old Toll Road,Death Valley National Park,Darwin,California,United States,"{'lat': 36.32748, 'lng': -117.51472}",13.2405,3057.746,68.8848,1,out and back,1,4,83,"['dogs-no', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running']",i
10253027,Father Crowley Vista,Death Valley National Park,Darwin,California,United States,"{'lat': 36.35184, 'lng': -117.55048}",5.1099,1931.208,21.9456,1,out and back,1,4,12,"['dogs-no', 'kids', 'views']","['hiking', 'walking']",i
10467170,Upper Jade Lake Trek,Grand Teton National Park,Dubois,Wyoming,United States,"{'lat': 43.75166, 'lng': -110.00545}",1.6137,8207.634,200.8632,1,out and back,,4,2,"['forest', 'lake', 'views']","['hiking', 'nature-trips']",i
10033137,General Grant Loop Trail,Kings Canyon National Park,Dunlap,California,United States,"{'lat': 36.74697, 'lng': -118.97319}",21.277,804.67,8.8392,1,loop,2,4.5,242,"['ada', 'dogs-no', 'forest', 'kids', 'paved', 'river', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10294375,Grizzly Falls,Kings Canyon National Park,Dunlap,California,United States,"{'lat': 36.80293, 'lng': -118.74364}",13.3331,160.934,5.7912,1,out and back,2,4.5,56,"['dogs-no', 'forest', 'kids', 'waterfall']","['hiking', 'walking']",i
10027530,Big Stump Loop Trail,Kings Canyon National Park,Dunlap,California,United States,"{'lat': 36.72091, 'lng': -118.97058}",12.0027,2896.812,71.9328,1,loop,,4.5,76,"['dogs-no', 'kids', 'wild-flowers']","['hiking', 'nature-trips']",i
10034206,North Grove Loop Trail,Kings Canyon National Park,Dunlap,California,United States,"{'lat': 36.74707, 'lng': -118.97456}",10.2251,4506.152,136.8552,1,loop,1,4.5,67,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10035738,Delilah Fire Lookout OHV Trail,Sequoia National Park,Dunlap,California,United States,"{'lat': 36.75104, 'lng': -119.05548}",4.5726,27519.714,743.712,1,out and back,1,3.5,6,"['forest', 'views']",['off-road-driving'],i
10037321,Kings River,Kings Canyon National Park,Dunlap,California,United States,"{'lat': 36.79039, 'lng': -118.66787}",3.1247,22691.694,283.7688,1,out and back,1,3,1,"['dogs-no', 'kids', 'river']","['fishing', 'hiking', 'trail-running', 'fly-fishing']",i
10013512,Saddleback Mountain and Appalachian Trail Loop,Shenandoah National Park,Elkton,Virginia,United States,"{'lat': 38.38114, 'lng': -78.51699}",6.522,6115.492,197.8152,1,loop,2,4,24,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips']",i
10000353,Allen Hollow Trail,Shenandoah National Park,Elkton,Virginia,United States,"{'lat': 38.4511, 'lng': -78.48581}",1.7834,11426.314,391.9728,1,out and back,2,0,0,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10038876,Appalachian Trail: Compton Gap to Jenkins Gap,Shenandoah National Park,Huntly,Virginia,United States,"{'lat': 38.82346, 'lng': -78.17039}",6.9125,8046.7,381.9144,1,out and back,2,4,16,"['dogs-leash', 'kids', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'walking']",i
10258908,Carson Mountain Fort Windham Rocks via Appalachian Trail,Shenandoah National Park,Huntly,Virginia,United States,"{'lat': 38.82363, 'lng': -78.17055}",5.6808,1287.472,35.9664,1,out and back,2,3.5,27,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10029430,Colorado River Overlook OHV Trail,Canyonlands National Park,La Sal,Utah,United States,"{'lat': 38.16871, 'lng': -109.76011}",5.7608,22691.694,212.7504,1,out and back,,4.5,8,"['dogs-no', 'river', 'views', 'wild-flowers']",['off-road-driving'],i
10347969,East River Road to Scenic Loop Drive,Theodore Roosevelt National Park,Medora,North Dakota,United States,"{'lat': 46.9163, 'lng': -103.52567}",2.9931,56005.032,879.9576,1,loop,2,4.5,3,"['dogs-no', 'forest', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['bike-touring', 'birding', 'camping', 'hiking', 'nature-trips', 'road-biking', 'scenic-driving', 'trail-running', 'walking']",i
10236189,Chasm View Nature Trail,Black Canyon of the Gunnison National Park,Olathe,Colorado,United States,"{'lat': 38.58485, 'lng': -107.70896}",12.2737,965.604,32.9184,1,loop,1,5,53,"['dogs-leash', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10013868,Devastation Trail to Puu Puai Overlook,Hawaii Volcanoes National Park,Pahala,Hawaii,Hawaii,"{'lat': 19.4064, 'lng': -155.25293}",8.9927,1609.34,37.7952,1,out and back,3,3.5,79,"['ada', 'dogs-no', 'forest', 'historic-site', 'kids', 'paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'walking']",m
10004712,Kipuka Puaulu Trail,Hawaii Volcanoes National Park,Pahala,Hawaii,Hawaii,"{'lat': 19.43748, 'lng': -155.30324}",7.5378,1770.274,48.768,1,loop,2,4,44,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'mountain-biking', 'nature-trips', 'walking']",m
10028927,Kau Desert Footprints Trail,Hawaii Volcanoes National Park,Pahala,Hawaii,Hawaii,"{'lat': 19.36885, 'lng': -155.36754}",4.6305,6115.492,166.7256,1,out and back,2,4.5,12,"['dogs-no', 'forest', 'historic-site', 'kids', 'views', 'wild-flowers']","['hiking', 'nature-trips', 'walking']",m
10038551,Thurston Lava Tube Trail [CLOSED],Hawaii Volcanoes National Park,Pahala,Hawaii,Hawaii,"{'lat': 19.41357, 'lng': -155.2389}",2.7717,643.736,11.8872,1,loop,3,4,144,"['cave', 'dogs-no', 'forest', 'kids', 'partially-paved', 'wild-flowers']","['hiking', 'nature-trips', 'walking']",m
10015818,Grove of the Patriarchs Nature Trail,Mount Rainier National Park,Randle,Washington,United States,"{'lat': 46.7573, 'lng': -121.55769}",23.7213,1931.208,13.716,1,out and back,4,4.5,368,"['dogs-no', 'forest', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i
10014634,Silver Falls Trail,Mount Rainier National Park,Randle,Washington,United States,"{'lat': 46.73646, 'lng': -121.56605}",23.5358,6437.36,214.884,1,loop,3,4.5,266,"['dogs-no', 'forest', 'kids', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'walking']",i
10035871,Ohanapecosh Hot Springs Trail,Mount Rainier National Park,Randle,Washington,United States,"{'lat': 46.73258, 'lng': -121.56891}",7.5845,1609.34,15.8496,1,out and back,2,3.5,20,"['dogs-no', 'forest', 'kids', 'hot-springs', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10233735,Black Bay Beaver Pond Trail,Voyageurs National Park,Ranier,Minnesota,United States,"{'lat': 48.59098, 'lng': -93.15272}",1.4132,1931.208,22.86,1,out and back,1,5,1,"['dogs-no', 'forest', 'lake', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10267857,Exit Glacier Trail,Kenai Fjords National Park,Seward,Alaska,United States,"{'lat': 60.18879, 'lng': -149.631}",17.7821,2896.812,81.9912,1,out and back,3,4.5,224,"['dogs-no', 'partially-paved', 'views', 'wildlife']","['hiking', 'walking']",i
10029724,Grand Wash Trail via Northeast Trailhead,Capitol Reef National Park,Torrey,Utah,United States,"{'lat': 38.27825, 'lng': -111.1925}",19.0682,7081.096,121.92,1,out and back,3,4.5,156,"['dogs-no', 'kids', 'views']","['hiking', 'walking']",i
10111523,Goosenecks & Sunset Point,Capitol Reef National Park,Torrey,Utah,United States,"{'lat': 38.30747, 'lng': -111.2954}",12.8151,4023.35,165.8112,1,out and back,3,4.5,67,"['dogs-no', 'kids', 'views']",['walking'],i
10029720,Sulphur Creek Route,Capitol Reef National Park,Torrey,Utah,United States,"{'lat': 38.31716, 'lng': -111.30914}",12.4287,18507.41,427.9392,1,out and back,2,4.5,66,"['dogs-no', 'kids', 'river', 'views', 'wild-flowers', 'wildlife']","['birding', 'nature-trips', 'walking']",i
10272705,Capitol Reef Scenic Drive,Capitol Reef National Park,Torrey,Utah,United States,"{'lat': 38.29077, 'lng': -111.26142}",10.8312,12713.786,215.7984,1,point to point,2,4.5,40,"['kids', 'partially-paved', 'views']",['scenic-driving'],i
10280405,Capitol Gorge to Tanks Trail,Capitol Reef National Park,Torrey,Utah,United States,"{'lat': 38.20961, 'lng': -111.16913}",10.4475,3862.416,175.8696,1,out and back,2,4,105,"['dogs-no', 'historic-site', 'kids', 'river', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10270484,Panorama Point,Capitol Reef National Park,Torrey,Utah,United States,"{'lat': 38.30695, 'lng': -111.29576}",8.2731,160.934,2.7432,1,out and back,1,4,32,"['dogs-no', 'kids', 'views']","['hiking', 'walking']",i
10354878,Sulphur Creek Waterfall Hike,Capitol Reef National Park,Torrey,Utah,United States,"{'lat': 38.29112, 'lng': -111.26169}",7.036,2896.812,54.864,1,out and back,2,4.5,17,"['kids', 'views', 'waterfall', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i
10024698,Utah Highway 24 Scenic Byway: Loa to Hanksville,Capitol Reef National Park,Torrey,Utah,United States,"{'lat': 38.40274, 'lng': -111.64285}",5.8703,102675.892,1159.764,1,point to point,2,4.5,18,"['dogs-no', 'river', 'views']","['nature-trips', 'scenic-driving']",i
10033026,Mossy Cave Turret Arch and Little Windows Trail,Bryce Canyon National Park,Tropic,Utah,United States,"{'lat': 37.6658, 'lng': -112.11033}",25.5268,1609.34,35.9664,1,out and back,3,4,532,"['cave', 'dogs-no', 'forest', 'kids', 'river', 'views', 'waterfall', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10244583,Bryce Canyon NP Scenic Drive,Bryce Canyon National Park,Tropic,Utah,United States,"{'lat': 37.69256, 'lng': -112.15205}",14.3124,32991.47,744.9312,1,point to point,2,4.5,52,"['dogs-no', 'kids', 'views']",['scenic-driving'],i
10242023,Mica View Loop Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.2207, 'lng': -110.72608}",11.8629,5954.558,36.8808,1,loop,2,4,111,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10002217,Valley View Overlook Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.27698, 'lng': -111.1977}",8.6324,1287.472,14.9352,1,out and back,1,4,61,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10041071,Cactus Forest Loop Drive,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.18, 'lng': -110.73622}",8.6024,16576.202,213.9696,1,loop,2,4,38,"['kids', 'partially-paved', 'views', 'wild-flowers', 'wildlife']","['birding', 'mountain-biking', 'nature-trips', 'scenic-driving']",i
10032774,Garwood Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.23517, 'lng': -110.68678}",8.2525,5310.822,61.8744,1,out and back,,4.5,39,"['dogs-no', 'kids']","['hiking', 'walking']",i
10111504,Garwood Dam To Douglas Spring Loop Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.23514, 'lng': -110.68692}",7.9559,10460.71,345.948,1,loop,2,4.5,28,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i
10038311,Freeman Homestead Nature Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.16531, 'lng': -110.72587}",7.6339,1770.274,32.9184,1,loop,1,4,50,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10259900,Saguaro National Park West and Old Tucson Studios Scenic Drive,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.23601, 'lng': -110.98402}",7.2569,63086.128,657.7584,1,loop,2,4.5,14,"['kids', 'views', 'wildlife']","['nature-trips', 'scenic-driving']",i
10287374,"Pink Hill, Loma Verde, Cholla Trail, and Cactus Forest Loop",Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.22086, 'lng': -110.72615}",6.8368,5310.822,23.7744,1,loop,2,4.5,32,"['dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i
10315676,Mica View Trail to Cactus Forest Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.22093, 'lng': -110.72615}",6.3801,3057.746,20.7264,1,loop,1,4,25,"['dogs-no', 'kids', 'views', 'wildlife']","['hiking', 'nature-trips', 'trail-running', 'walking']",i
10039514,Desert Ecology Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.20326, 'lng': -110.7253}",6.2729,482.802,2.7432,1,loop,2,4,27,"['ada', 'dogs-no', 'kids', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10013747,Desert Discovery Nature Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.26248, 'lng': -111.21043}",5.7162,643.736,4.8768,1,loop,1,4,26,"['ada', 'dogs-leash', 'kids', 'paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10041333,Coyote Pass Loop Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.32734, 'lng': -111.1306}",4.3271,9173.238,159.7152,1,loop,1,4,10,"['dogs-no', 'kids']","['hiking', 'trail-running', 'walking', 'horseback-riding']",i
10311730,Vertical Cliffs Trail to Abington Trail Loop,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.32319, 'lng': -111.0963}",3.9491,6115.492,76.8096,1,loop,1,3.5,15,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10028602,Bajada Loop Drive,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.26904, 'lng': -111.21633}",3.7293,8368.568,129.8448,1,loop,1,3.5,7,"['dogs-no', 'kids', 'views', 'wild-flowers']","['road-biking', 'scenic-driving']",i
